id,name,note,nbr_avis,type,quartier,prix
3,ROYAL ROCHECHOUART,None,None,Restauration rapide – À domicile,75009,None
4,CHEVI ISAC'S,None,None,Restauration rapide – À domicile,75002,None
5,DREAMFOOD,None,None,Restauration rapide – À domicile,75008,None
6,SARL SACHA,None,None,Restauration rapide – À domicile,75001,None
7,KARAMA ALESIA FOOD,None,None,Restauration rapide – À domicile,75014,None
8,GANESHA SWEETS,None,None,Restauration rapide – À domicile,75010,None
9,NTT CLEMENT MAROT JOUR,None,None,Restauration rapide – À domicile,75008,None
10,PASSY DELICES,None,None,Restauration rapide – À domicile,75016,None
11,LE TRESOR DU LAGON D OR LE GOURMET GOURMANT,None,None,Restauration rapide – À domicile,75013,None
12,CALM CDT RIVIERE CALM,None,None,Restauration rapide – À domicile,75008,None
13,BONGRAND ET ASSOCIES,None,None,Restauration rapide – À domicile,75009,None
14,HAMSCO,None,None,Restauration rapide – À domicile,75018,None
15,OTODOKE OTODOKE JUJIYA SURFING,None,None,Restauration rapide – À domicile,75002,None
16,FA FA,None,None,Restauration rapide – À domicile,75008,None
17,SUSHI SHOP COURCELLES,None,None,Restauration rapide – À domicile,75017,None
18,CREPERIE DES ARTS,None,None,Restauration rapide – À domicile,75006,None
19,LE GRIGNOTON,None,None,Restauration rapide – À domicile,75017,None
20,CAROLI MC DONALD'S,None,None,Restauration rapide – À domicile,75009,None
21,LE REPAS D ORIENT EXTREME,None,None,Restauration rapide – À domicile,75014,None
22,L ESSENTIEL L'ESSENTIEL,None,None,Restauration rapide – À domicile,75012,None
23,CARTHAGE,None,None,Restauration rapide – À domicile,75020,None
24,GOREST,None,None,Restauration rapide – À domicile,75017,None
25,REGALTO,None,None,Restauration rapide – À domicile,75015,None
26,MEPHISTO BAR,None,None,Restauration rapide – À domicile,75018,None
27,ARIEL,None,None,Restauration rapide – À domicile,75003,None
28,MEXICAN WEST FOOD O'KITSHOBY,None,None,Restauration rapide – À domicile,75018,None
29,FRAICHE-VALLEE VIVRE ET SAVOURER,None,None,Restauration rapide – À domicile,75008,None
30,SUSHI SHOP GRENELLE,None,None,Restauration rapide – À domicile,75015,None
31,GOOD TIME,None,None,Restauration rapide – À domicile,75013,None
32,LE ROYAL MONTPARNASSE PLANET FOOD,None,None,Restauration rapide – À domicile,75014,None
33,SL BASTILLE,None,None,Restauration rapide – À domicile,75011,None
34,RAMI RAMI,None,None,Restauration rapide – À domicile,75015,None
35,SPEED ZZA ALLO PIZZA,None,None,Restauration rapide – À domicile,75019,None
36,ALOES TRAITEUR ALOES TRAITEUR,None,None,Restauration rapide – À domicile,75009,None
37,PAUSE CROISSANTS,None,None,Restauration rapide – À domicile,75010,None
38,FAN SIN,None,None,Restauration rapide – À domicile,75009,None
39,FOURNIL DE CHAUMONT,None,None,Restauration rapide – À domicile,75019,None
40,DOM PASSY DOM'S,None,None,Restauration rapide – À domicile,75016,None
41,N.I.D.S.,None,None,Restauration rapide – À domicile,75017,None
42,LE MADARIN DE RAMBUTEAU,None,None,Restauration rapide – À domicile,75004,None
43,ANTIOCHE,None,None,Restauration rapide – À domicile,75020,None
44,OASIS GEODE,None,None,Restauration rapide – À domicile,75019,None
45,JIZZINI FRERES L ORIENT DES CHAMPS,None,None,Restauration rapide – À domicile,75008,None
46,BASRA,None,None,Restauration rapide – À domicile,75018,None
47,SERVICES ET SANTE,None,None,Restauration rapide – À domicile,75012,None
48,L ETOILE HERMET,None,None,Restauration rapide – À domicile,75013,None
49,RESTAUPRINCE,None,None,Restauration rapide – À domicile,75006,None
0,KESA,None,None,Restauration rapide – À domicile,75018,None
1,BUFFET MIMOSA,None,None,Restauration rapide – À domicile,75002,None
2,PIZZA NON STOP PIZZA CIAO,None,None,Restauration rapide – À domicile,75012,None
3,DELICES DE BELLEVILLE,None,None,Restauration rapide – À domicile,75011,None
4,VERY ICE MOTTE PICQUET HAAGEN DAZS CAFE,None,None,Restauration rapide – À domicile,75015,None
5,LE PALAIS DU SANDWICH,None,None,Restauration rapide – À domicile,75014,None
6,SUBVAVIN SUBWAY,None,None,Restauration rapide – À domicile,75006,None
7,ES QUALITY,None,None,Restauration rapide – À domicile,75002,None
8,PIZZA PLUS PIZZA PLUS,None,None,Restauration rapide – À domicile,75017,None
9,JUICE DO IT JUICE DO IT,None,None,Restauration rapide – À domicile,75011,None
10,BRAVO,None,None,Restauration rapide – À domicile,75018,None
11,DI NAPOLI,None,None,Restauration rapide – À domicile,75015,None
12,WASSIM ALLO PIZZA,None,None,Restauration rapide – À domicile,75010,None
13,LE CAFE DES FRUITS VAHE,None,None,Restauration rapide – À domicile,75002,None
14,RFM BERT'S,None,None,Restauration rapide – À domicile,75009,None
15,LE PALACE,None,None,Restauration rapide – À domicile,75018,None
16,ANITA PIZZA ET PAUTA,None,None,Restauration rapide – À domicile,75019,None
17,PARAIDIS,None,None,Restauration rapide – À domicile,75005,None
18,ASIE FOOD GROUP,None,None,Restauration rapide – À domicile,75020,None
19,DONGFA LE YUN,None,None,Restauration rapide – À domicile,75020,None
20,NOUR PIZZA DU MONDE,None,None,Restauration rapide – À domicile,75018,None
21,LA STATION EURL LA STATION,None,None,Restauration rapide – À domicile,75008,None
22,AU MAITRE GRILLARDIN,None,None,Restauration rapide – À domicile,75008,None
23,BEST ONE BEST ONE,None,None,Restauration rapide – À domicile,75017,None
24,5 TEAM TUTTI PASTA,None,None,Restauration rapide – À domicile,75002,None
25,PIZZA N PASTA,None,None,Restauration rapide – À domicile,75012,None
26,CHEZ LAZIZ,None,None,Restauration rapide – À domicile,75020,None
27,TH FRANCESCA,None,None,Restauration rapide – À domicile,75017,None
28,LONSINE,None,None,Restauration rapide – À domicile,75020,None
29,BAYEL LE SPECIAL,None,None,Restauration rapide – À domicile,75017,None
30,SUSHI SHOP LEPIC,None,None,Restauration rapide – À domicile,75018,None
31,SANDWICHERIE 18,None,None,Restauration rapide – À domicile,75018,None
32,KIBBOUTZ,None,None,Restauration rapide – À domicile,75003,None
33,L ENTRE DEUX L' ENTRE DEUX,None,None,Restauration rapide – À domicile,75008,None
34,AROMA CLASS CROUTE,None,None,Restauration rapide – À domicile,75018,None
35,DIMITRIS,None,None,Restauration rapide – À domicile,75004,None
36,MELANI,None,None,Restauration rapide – À domicile,75009,None
37,GUVEN FRANCE DONER BURGER,None,None,Restauration rapide – À domicile,75020,None
38,CUIZINES PROVENCE,None,None,Restauration rapide – À domicile,75009,None
39,VALMAR,None,None,Restauration rapide – À domicile,75012,None
40,BARNABE,None,None,Restauration rapide – À domicile,75009,None
41,KISS FOOD,None,None,Restauration rapide – À domicile,75014,None
42,MBPC LA BOETIE,None,None,Restauration rapide – À domicile,75008,None
43,TOKYO SAKANAYA TOKYO SAKANAYA,None,None,Restauration rapide – À domicile,75017,None
44,SARL SANDWICH EXPRESS,None,None,Restauration rapide – À domicile,75015,None
45,CECILE S SWOON'S,None,None,Restauration rapide – À domicile,75008,None
46,BIANCA BIANCA,None,None,Restauration rapide – À domicile,75011,None
47,S & S EURO IMBIS,None,None,Restauration rapide – À domicile,75010,None
48,SMILING PASTA FRANCESCA,None,None,Restauration rapide – À domicile,75004,None
49,SUBCLICHY,None,None,Restauration rapide – À domicile,75018,None
0,ARDA CAP DE BERCY,None,None,Restauration rapide – À domicile,75012,None
1,TOM,None,None,Restauration rapide – À domicile,75019,None
2,SNACK 7 SERGIO'S PANINI,None,None,Restauration rapide – À domicile,75015,None
3,S.B.L FOOD MAC-DONER,None,None,Restauration rapide – À domicile,75116,None
4,FOODS PARADISE FOODS PARADISE,None,None,Restauration rapide – À domicile,75012,None
5,HIVDA,None,None,Restauration rapide – À domicile,75011,None
6,LINNO SUSHI BEST SUSHI,None,None,Restauration rapide – À domicile,75011,None
7,MEYSU,None,None,Restauration rapide – À domicile,75003,None
8,L ATELIER DES GATEAUX,None,None,Restauration rapide – À domicile,75006,None
9,YASMINE PLAISIR GOURMAND,None,None,Restauration rapide – À domicile,75015,None
10,SARL M.B.B. UN MOMENT...SOCIETE,None,None,Restauration rapide – À domicile,75010,None
11,SAVEUR D ASIE,None,None,Restauration rapide – À domicile,75007,None
12,MICKE,None,None,Restauration rapide – À domicile,75003,None
13,JUST NICE JUST NICE,None,None,Restauration rapide – À domicile,75003,None
14,RIAD LOUNGE RIAD LOUNGE,None,None,Restauration rapide – À domicile,75013,None
15,DOLIAN,None,None,Restauration rapide – À domicile,75018,None
16,LES FRERES KHIAR,None,None,Restauration rapide – À domicile,75013,None
17,ASSAFA SANDWICHERIE HALLAL,None,None,Restauration rapide – À domicile,75011,None
18,DELICES,None,None,Restauration rapide – À domicile,75011,None
19,FAST FOOD DU PARC,None,None,Restauration rapide – À domicile,75019,None
20,LES 3 UNS,None,None,Restauration rapide – À domicile,75009,None
21,LAZA,None,None,Restauration rapide – À domicile,75006,None
22,KEI HUA TRAITEUR CHEN,None,None,Restauration rapide – À domicile,75019,None
23,GOUTU SAINT-HONORE,None,None,Restauration rapide – À domicile,75001,None
24,STUDIO J.L.W GODET D'ART,None,None,Restauration rapide – À domicile,75014,None
25,L EDEN,None,None,Restauration rapide – À domicile,75011,None
26,LE FOURNIL DU PERE LACHAISE LE FOURNIL DU PERE LACHAISE,None,None,Restauration rapide – À domicile,75020,None
27,MONTAGNE DE PAIN MONTAGNE DE PAIN,None,None,Restauration rapide – À domicile,75006,None
28,MAZ ELKANATER,None,None,Restauration rapide – À domicile,75005,None
29,A TOUTES FAIMS UTILES,None,None,Restauration rapide – À domicile,75001,None
30,MARCADET 151,None,None,Restauration rapide – À domicile,75018,None
31,J.L DISTRIBUTION KOMPOS'IT,None,None,Restauration rapide – À domicile,75009,None
32,SAVEURS DU LIBAN KIFAK,None,None,Restauration rapide – À domicile,75018,None
33,BENTO BAR BENTO BAR,None,None,Restauration rapide – À domicile,75011,None
34,DYNAMIC CLUB ART CAFE,None,None,Restauration rapide – À domicile,75011,None
35,AUTOUR DU FOURNIL AUTOUR DU FOURNIL,None,None,Restauration rapide – À domicile,75018,None
36,BAGEL &CO BAGEL ET CO,None,None,Restauration rapide – À domicile,75008,None
37,SUB.A.P.B. SUBWAY,None,None,Restauration rapide – À domicile,75011,None
38,LES DUNES,None,None,Restauration rapide – À domicile,75011,None
39,JOKA NINA SUSHI,None,None,Restauration rapide – À domicile,75017,None
40,VARMYS AMERICANO,None,None,Restauration rapide – À domicile,75011,None
41,S.N.,None,None,Restauration rapide – À domicile,75019,None
42,DELICE FRANCE,None,None,Restauration rapide – À domicile,75009,None
43,VINGTIEME DISTRICT PIZZA HUT,None,None,Restauration rapide – À domicile,75020,None
44,O WOKS,None,None,Restauration rapide – À domicile,75019,None
45,EURL TAGCHA,None,None,Restauration rapide – À domicile,75019,None
46,DJERBA ROYALE,None,None,Restauration rapide – À domicile,75018,None
47,BLUE PASTA,None,None,Restauration rapide – À domicile,75116,None
48,SAF-SAF,None,None,Restauration rapide – À domicile,75020,None
49,ENEZ BOSPHORE,None,None,Restauration rapide – À domicile,75009,None
0,LA CUISINE DU PANIER LA CUISINE DU PANIER,None,None,Restauration rapide – À domicile,75002,None
1,COCKTAIL SERVICE DOUCEUR,None,None,Restauration rapide – À domicile,75001,None
2,NAFA RESTAURANT PIZZA REPUBLIQUE,None,None,Restauration rapide – À domicile,75010,None
3,DELICES DAVOUT,None,None,Restauration rapide – À domicile,75020,None
4,UNO PRONTO,None,None,Restauration rapide – À domicile,75013,None
5,FALAFEL FALAFEL,None,None,Restauration rapide – À domicile,75018,None
6,FIZE - FIZE,None,None,Restauration rapide – À domicile,75020,None
7,DELICES DE SHANGHAI,None,None,Restauration rapide – À domicile,75017,None
8,SARL L ESPLANADE,None,None,Restauration rapide – À domicile,75012,None
9,LE FRUIT TIME,None,None,Restauration rapide – À domicile,75012,None
10,DANAC ONE WAY,None,None,Restauration rapide – À domicile,75008,None
11,DELICES DE SHANGHAI,None,None,Restauration rapide – À domicile,75016,None
12,MARKET KAFE LES COUSINES EN CUISINES,None,None,Restauration rapide – À domicile,75017,None
13,BRACODYS,None,None,Restauration rapide – À domicile,75012,None
14,SARL MATHIAS CANDIRDAGI,None,None,Restauration rapide – À domicile,75010,None
15,LE BONHEUR DE LI TRAITEUR PEKIN,None,None,Restauration rapide – À domicile,75016,None
16,NOAM,None,None,Restauration rapide – À domicile,75017,None
17,EFFRACATA,None,None,Restauration rapide – À domicile,75018,None
18,YURONG SUSHI,None,None,Restauration rapide – À domicile,75017,None
19,SALVADOR CAFE SALVADOR CAFE,None,None,Restauration rapide – À domicile,75015,None
20,BAGUS,None,None,Restauration rapide – À domicile,75017,None
21,AMERIE RESTAURANT MILAN,None,None,Restauration rapide – À domicile,75018,None
22,KING DELICES,None,None,Restauration rapide – À domicile,75020,None
23,RESTOSAMA LA PIZZA TRADITION MAESTRO,None,None,Restauration rapide – À domicile,75020,None
24,ARTE CAFE,None,None,Restauration rapide – À domicile,75011,None
25,AU SALON DES ARTISTES,None,None,Restauration rapide – À domicile,75005,None
26,SARL KHAMSA PIZZA MAESTRO,None,None,Restauration rapide – À domicile,75020,None
27,MR TAIRI EKREM - MR EDEPALI EMRAH,None,None,Restauration rapide – À domicile,75015,None
28,ATHOLYS BEN AND JERRY'S,None,None,Restauration rapide – À domicile,75004,None
29,SARL VICO,None,None,Restauration rapide – À domicile,75018,None
30,GUSTAVE COURTEAUX,None,None,Restauration rapide – À domicile,75116,None
31,SOC NOUVELLE RESTAURATION ANGLO SAXONN HIGH NOON,None,None,Restauration rapide – À domicile,75008,None
32,LE FAUBOURG DE KENZA,None,None,Restauration rapide – À domicile,75011,None
33,POMME DE PAIN,None,None,Restauration rapide – À domicile,75014,None
34,RESTAURAMA,None,None,Restauration rapide – À domicile,75019,None
35,LA PALMERAIE,None,None,Restauration rapide – À domicile,75017,None
36,LA PIZZERIA LA PIZZERIA,None,None,Restauration rapide – À domicile,75018,None
37,SAVEURS DU LEVANT,None,None,Restauration rapide – À domicile,75020,None
38,SRI RAMA,None,None,Restauration rapide – À domicile,75009,None
39,NOTRE DAME CAFE,None,None,Restauration rapide – À domicile,75004,None
40,SARL CHEN-SHAO CHINA EXPRESS NORD,None,None,Restauration rapide – À domicile,75010,None
41,DELICE D ASIA,None,None,Restauration rapide – À domicile,75009,None
42,ASMITA GAUDEAMUS,None,None,Restauration rapide – À domicile,75005,None
43,LES BYZANTINS,None,None,Restauration rapide – À domicile,75015,None
44,LE DRAGON GOURMAND,None,None,Restauration rapide – À domicile,75116,None
45,KELLY,None,None,Restauration rapide – À domicile,75015,None
46,VITAMINE MEDITERRANNEE,None,None,Restauration rapide – À domicile,75005,None
47,HAKOM MARDIN,None,None,Restauration rapide – À domicile,75010,None
48,I.N.E.S LES DELICES DU FOURNIL,None,None,Restauration rapide – À domicile,75005,None
49,EXTRA PIZZA,None,None,Restauration rapide – À domicile,75019,None
0,PULPO,None,None,Restauration rapide – À domicile,75018,None
1,DAVEDOOR DAVID LUNCH,None,None,Restauration rapide – À domicile,75008,None
2,BARBARA CASSECROUTE GREC,None,None,Restauration rapide – À domicile,75005,None
3,DELICES ET GOURMANDISES,None,None,Restauration rapide – À domicile,75001,None
4,BEDRI CHEZ BEDRI,None,None,Restauration rapide – À domicile,75010,None
5,VICOT,None,None,Restauration rapide – À domicile,75018,None
6,DAMES MAGIC 1 LUSH BAR,None,None,Restauration rapide – À domicile,75017,None
7,TOUK DADO'S CAFE,None,None,Restauration rapide – À domicile,75017,None
8,KARANFIL,None,None,Restauration rapide – À domicile,75012,None
9,AC RAPIDE,None,None,Restauration rapide – À domicile,75018,None
10,NEW PHENIX D OR NEW PHENIX D' OR,None,None,Restauration rapide – À domicile,75011,None
11,D.Z. FAFA CLER,None,None,Restauration rapide – À domicile,75007,None
12,SARL LES SAVEURS D ORIENT LES SAVEURS D ORIENT,None,None,Restauration rapide – À domicile,75014,None
13,JIN XIN,None,None,Restauration rapide – À domicile,75019,None
14,LES SAVEURS DE SHANGAI,None,None,Restauration rapide – À domicile,75015,None
15,EL FATH SNACK 2000,None,None,Restauration rapide – À domicile,75019,None
16,CC-ONE CLASS'CROUTE,None,None,Restauration rapide – À domicile,75008,None
17,ROQUANA,None,None,Restauration rapide – À domicile,75013,None
18,QUART DINER,None,None,Restauration rapide – À domicile,75017,None
19,LARA,None,None,Restauration rapide – À domicile,75008,None
20,BAN ALOY,None,None,Restauration rapide – À domicile,75009,None
21,SARL LEELOU SQUEEZED,None,None,Restauration rapide – À domicile,75009,None
22,MEDFOOD GOOD TIME,None,None,Restauration rapide – À domicile,75014,None
23,HUASHIS FRANCE,None,None,Restauration rapide – À domicile,75017,None
24,HAUT DE FOUCAU,None,None,Restauration rapide – À domicile,75002,None
25,EDA,None,None,Restauration rapide – À domicile,75015,None
26,M.T AU PETIT CREUX,None,None,Restauration rapide – À domicile,75013,None
27,LE RELAIS D ITALIE CROQ CINE,None,None,Restauration rapide – À domicile,75013,None
28,GOURMET D ASIE,None,None,Restauration rapide – À domicile,75011,None
29,LE JARDIN DES VOLUPTES,None,None,Restauration rapide – À domicile,75010,None
30,MURA MURA TRAITEUR,None,None,Restauration rapide – À domicile,75018,None
31,PAUSE SANDWICH PAUSE SANDWICHES,None,None,Restauration rapide – À domicile,75008,None
32,AFRICAN EXPRESS,None,None,Restauration rapide – À domicile,75010,None
33,ROTHEANY,None,None,Restauration rapide – À domicile,75013,None
34,ELYSEES MIROMESNIL,None,None,Restauration rapide – À domicile,75008,None
35,SONMEZ AMIGO,None,None,Restauration rapide – À domicile,75018,None
36,EL FICHAOAOUI SALON EL FICHAOAOUI,None,None,Restauration rapide – À domicile,75018,None
37,WAN CHENG,None,None,Restauration rapide – À domicile,75008,None
38,VILLA TOKYO MARMARIS,None,None,Restauration rapide – À domicile,75001,None
39,EAT SUSHI STORE,None,None,Restauration rapide – À domicile,75009,None
40,BOJANA ANAJOB,None,None,Restauration rapide – À domicile,75014,None
41,LES 3 LUMIERES PARIRIS DE LA PLACE,None,None,Restauration rapide – À domicile,75020,None
42,PIZZE DI NAPOLI,None,None,Restauration rapide – À domicile,75015,None
43,CLEMENT PARIS ZENITH MC DONALD'S,None,None,Restauration rapide – À domicile,75019,None
44,C J A E,None,None,Restauration rapide – À domicile,75014,None
45,KALING,None,None,Restauration rapide – À domicile,75008,None
46,Restaurant Jacques Faussat,None,None,Cuisine française,75017,None
47,EURL BORIS LEROUX,None,None,Restauration rapide – À domicile,75002,None
48,RIHAB,None,None,Restauration rapide – À domicile,75009,None
49,Le Marivaux Café,None,None,None,75002,None
0,Le Mezze Du Chef,None,None,Fête – Animation,75020,None
1,SUSHI SHOP BOETIE SUSHI SHOP,None,None,Restauration rapide – À domicile,75008,None
2,Le Gabriel Restaurant,None,None,Cuisine française,75008,None
3,PAIN CHAUD DE PARIS,None,None,Restauration rapide – À domicile,75018,None
4,Restaurant Pompei,None,None,Restaurant italien et pizzeria,75008,None
5,S By Pamela,None,None,None,75116,None
6,Le Sirocco,None,None,None,75013,None
7,La Table Libanaise,None,None,Restaurant libanais,75015,None
8,Tamam Kitchen,None,None,None,75014,None
9,Les Bouquinistes,None,None,Cuisine française,75006,None
10,WANOBI WANOBI,None,None,Restauration rapide – À domicile,75020,None
11,Restaurant Sannine,None,None,None,75009,None
12,Naniwa-Ya,None,None,None,75001,None
13,MATSUYAMA,None,None,None,75015,None
14,Treizieme Sens,None,None,None,75013,None
15,Leon de B,None,None,None,75019,None
16,Restaurant georgien Tamada,None,None,Restaurant géorgien,75005,None
17,CHEZ NICOS AUX DELICES DE LA MOUFF,None,None,Restauration rapide – À domicile,75005,None
18,A Table,None,None,None,75018,None
19,JODHPUR PALACE SBSP,None,None,None,75012,None
20,SAGAR MATHA,None,None,None,75015,None
21,Ristaurante Le Due Torri,None,None,Restaurant italien et pizzeria,75012,None
22,L'Entracte,None,None,Bistrot – Brasserie,75009,None
23,As And Co,None,None,None,75116,None
24,RUYI MIMURA,None,None,Restauration rapide – À domicile,75018,None
25,Agence Chronopost Beaugrenelle,None,None,Expédition,75015,None
26,Agence Chronopost Paris Concorde,None,None,Expédition,75008,None
27,B. MIROMESNIL,None,None,Restauration rapide – À domicile,75008,None
28,Chez Edouard,None,None,None,75015,None
29,Les 3 Coqs,None,None,None,75018,None
30,MARYO,None,None,Restauration rapide – À domicile,75017,None
31,Carmen's Paris,None,None,Cuisine française,75014,None
32,La Casa Vita,None,None,None,75017,None
33,Bistro Regent,None,None,None,75011,None
34,Chez Bruno,None,None,None,75008,None
35,Sens Uniques,None,None,None,75018,None
36,Fu Thai Restaurant,None,None,None,75002,None
37,La Villa K,None,None,None,75116,None
38,G T O 13 G T O 13,None,None,Restauration rapide – À domicile,75013,None
39,Eat Salad,None,None,Fast-food,75002,None
40,LES SAVEURS D AFRIQUE LES SAVEURS D'AFRIQUE,None,None,Restauration rapide – À domicile,75018,None
41,PARIS VICTOR,None,None,Restauration rapide – À domicile,75015,None
42,OR EN JADE QINGDAO,None,None,Restauration rapide – À domicile,75009,None
43,T GOURMAND TEA CORNER,None,None,Restauration rapide – À domicile,75002,None
44,LUPITA SUBWAY,None,None,Restauration rapide – À domicile,75002,None
45,DELICE SAINT GERMAIN SUSHI WASABI,None,None,Restauration rapide – À domicile,75005,None
46,SARL DAVID,None,None,Restauration rapide – À domicile,75011,None
47,AC BERCY,None,None,Restauration rapide – À domicile,75012,None
48,YOU ET LI FUKU SUSHI,None,None,Restauration rapide – À domicile,75013,None
49,CALM MALESHERBES SARL CALM MALESHERBES,None,None,Restauration rapide – À domicile,75008,None
0,JIA FU,None,None,Restauration rapide – À domicile,75011,None
1,LOUVRE GOURMANDISES RIVOLI CAFFE,None,None,Restauration rapide – À domicile,75001,None
2,D.G. LOUNGE CAFE,None,None,Restauration rapide – À domicile,75002,None
3,GMS ADANA,None,None,Restauration rapide – À domicile,75019,None
4,L ESCALE DE BERCY,None,None,Restauration rapide – À domicile,75012,None
5,CHEZ TONTON B,None,None,Restauration rapide – À domicile,75018,None
6,SARL JONUZI SANDWICHES & COMPAGNIE,None,None,Restauration rapide – À domicile,75009,None
7,RELAIS TAXI,None,None,Restauration rapide – À domicile,75018,None
8,SUB PHAMILY SUBWAY PASTEUR,None,None,Restauration rapide – À domicile,75015,None
9,J O B FOOD SUBWAY,None,None,Restauration rapide – À domicile,75011,None
10,GREEN GARDEN,None,None,Restauration rapide – À domicile,75013,None
11,F B MAXUEL'S,None,None,Restauration rapide – À domicile,75007,None
12,LES NOUVEAUX DELICES,None,None,Restauration rapide – À domicile,75019,None
13,SARL MEYDAN LA BOITE A PIZZA,None,None,Restauration rapide – À domicile,75011,None
14,FENG MAN,None,None,Restauration rapide – À domicile,75015,None
15,ROYAL D ASIE,None,None,Restauration rapide – À domicile,75001,None
16,MAYSSA,None,None,Restauration rapide – À domicile,75019,None
17,LES TROIS COMPAGNONS,None,None,Restauration rapide – À domicile,75011,None
18,NOUILLE,None,None,Restauration rapide – À domicile,75011,None
19,RIHAB,None,None,Restauration rapide – À domicile,75019,None
20,SUSHI FUN,None,None,Restauration rapide – À domicile,75007,None
21,DA-FU DA-FU,None,None,Restauration rapide – À domicile,75002,None
22,SYB LA GOURMANDINE,None,None,Restauration rapide – À domicile,75008,None
23,DEYI DEYI,None,None,Restauration rapide – À domicile,75017,None
24,LE TRAITEUR DE LA BOURSE SO'FRESH,None,None,Restauration rapide – À domicile,75002,None
25,KFC Paris Clignancourt,None,None,None,75018,None
26,JEENEEA JAPANESE,None,None,Restauration rapide – À domicile,75116,None
27,B.RANCH,None,None,Restauration rapide – À domicile,75019,None
28,TABL IN,None,None,Restauration rapide – À domicile,75012,None
29,LA PAPAYE VERTE,None,None,Restauration rapide – À domicile,75013,None
30,RAPHAEL BAOBAB,None,None,Restauration rapide – À domicile,75001,None
31,NASIPLAR BIRCAN,None,None,Restauration rapide – À domicile,75010,None
32,YA KE. SUSHI MAGIC,None,None,Restauration rapide – À domicile,75013,None
33,KFC Paris Ménilmontant,None,None,None,75020,None
34,KFC Paris Alésia,None,None,None,75014,None
35,KFC Paris République,None,None,None,75003,None
36,HAPPY SHUSHI HAPPY SUSHI,None,None,Restauration rapide – À domicile,75020,None
37,MOPI SAS CHEZ NOUS,None,None,Restauration rapide – À domicile,75002,None
38,MTA - SNACKING LE FOURNIL DE RICHARD,None,None,Restauration rapide – À domicile,75011,None
39,CR BELLEVILLE SUBWAY,None,None,Restauration rapide – À domicile,75020,None
40,DELICES JONQUIERE,None,None,Restauration rapide – À domicile,75017,None
41,CHEZ BOB,None,None,Restauration rapide – À domicile,75009,None
42,MANICOTTA CYCLO-POUCE,None,None,Restauration rapide – À domicile,75007,None
43,KJM,None,None,Restauration rapide – À domicile,75018,None
44,SENG SOC EXPLOIT REPRES INSTALL COMMER OSAKA VOUILLE-SERICO,None,None,Restauration rapide – À domicile,75015,None
45,SARL URGUP,None,None,Restauration rapide – À domicile,75018,None
46,CMFG,None,None,Restauration rapide – À domicile,75020,None
47,AUX DELICES DU COMMERCE,None,None,Restauration rapide – À domicile,75015,None
48,PRESSE 266 O'266,None,None,Restauration rapide – À domicile,75015,None
49,LE CARDINAL,None,None,Restauration rapide – À domicile,75002,None
0,ROZERIN,None,None,Restauration rapide – À domicile,75014,None
1,HAL TENTATION,None,None,Restauration rapide – À domicile,75011,None
2,YINKI YINKI,None,None,Restauration rapide – À domicile,75013,None
3,PASTAZZA PASTAZZA,None,None,Restauration rapide – À domicile,75013,None
4,SARL SNACK,None,None,Restauration rapide – À domicile,75020,None
5,CHEZ ELLES,None,None,Restauration rapide – À domicile,75009,None
6,"NTT FOOD NA'S, THE BAGEL SHOP",None,None,Restauration rapide – À domicile,75001,None
7,MALABAR MALABAR,None,None,Restauration rapide – À domicile,75019,None
8,SOCIETE L OXYMORE,None,None,Restauration rapide – À domicile,75020,None
9,LAMZY SUSHI WEST,None,None,Restauration rapide – À domicile,75009,None
10,BRELA SUSHI WEST,None,None,Restauration rapide – À domicile,75003,None
11,SUB AAB RIVE GAUCHE SUBWAY,None,None,Restauration rapide – À domicile,75013,None
12,SOUMA,None,None,Restauration rapide – À domicile,75014,None
13,CHEMS,None,None,Restauration rapide – À domicile,75010,None
14,SOCIETE ELBEL NOOI,None,None,Restauration rapide – À domicile,75016,None
15,SARL PORTOBELLO,None,None,Restauration rapide – À domicile,75012,None
16,NEODY ARLOCCHINO,None,None,Restauration rapide – À domicile,75013,None
17,PANERA BREAD,None,None,Restauration rapide – À domicile,75009,None
18,MYRIAM SHAN,None,None,Restauration rapide – À domicile,75010,None
19,SALON DE THE ORIENTAL,None,None,Restauration rapide – À domicile,75020,None
20,ASIA GOURMETS,None,None,Restauration rapide – À domicile,75015,None
21,DODY S,None,None,Restauration rapide – À domicile,75009,None
22,CALON SUSHI FOLIES,None,None,Restauration rapide – À domicile,75006,None
23,PAUL,None,None,Boulangerie,75015,None
24,SAINT CERIEL,None,None,Restauration rapide – À domicile,75013,None
25,Café 12 Terminus,None,None,Pub,75012,None
26,SOCIETE THOMAS COURREGE (SUPPRIME),None,None,Restauration rapide – À domicile,75020,None
27,RORHT MC DONALD'S,None,None,Restauration rapide – À domicile,75008,None
28,AGAPE,None,None,Restauration rapide – À domicile,75015,None
29,LE TOUAREG CATERING,None,None,Restauration rapide – À domicile,75019,None
30,FONTAINE DU DRAGON LOTUS BLEU,None,None,Restauration rapide – À domicile,75011,None
31,G H A M,None,None,Restauration rapide – À domicile,75015,None
32,RATRHA SHERTON,None,None,Restauration rapide – À domicile,75010,None
33,LE SPOT,None,None,Restauration rapide – À domicile,75001,None
34,AU CHALET DU BONHEUR,None,None,Restauration rapide – À domicile,75019,None
35,DELICE,None,None,Restauration rapide – À domicile,75010,None
36,King Marcel Paris Gare de Lyon,None,None,Fast-food,75012,None
