id,name,note,nbr_avis,type,quartier,prix
18,LE MESTURET,"4,3/5",4,Bistrot – Brasserie,75002,€€
19,LES TONTONS,"4,2/5",5,Bistrot – Brasserie,75015,€€
20,LES CÈDRES DU LIBAN,"3,9/5",8,Restaurant libanais,75015,€€
21,LE BEURRE NOISETTE,"4,2/5",5,Bistrot – Brasserie,75015,€€
22,BOURGOGNE SUD,"4,3/5",4,Bistrot – Brasserie,75009,€€
23,YAHMI,"4,5/5",2,Restaurant marocain,75001,€€
24,BAI THONG,"4,5/5",2,Restaurant thaïlandais,75012,€
25,ASAHI,"4,5/5",2,Restaurant japonais,75020,€
26,LA GAZELLE,"4,5/5",2,Restaurant camerounais,75017,€
27,L'ARROSOIR,"4,3/5",4,Cuisine française,75012,€
28,LA CABANE GOURMANDE,"4,5/5",2,Crêperie,75017,€
29,L'ATELIER MAÎTRE-ALBERT,"4,5/5",2,Cuisine française,75005,€€
30,JODHPUR PALACE,"4,2/5",5,Restaurant indien,75012,€€
31,NOUS,"4,2/5",5,Cuisine méditerranéenne,75010,€€
32,AU GOURMET DE PICPUS,"4,5/5",2,Bistrot – Brasserie,75012,€
33,CHEZ VONG,"4,3/5",4,Restaurant chinois,75001,€€
34,LA DAME DE CANTON,"4,5/5",2,Cuisine française,75013,€€
35,SOL SEMILLA,"4,5/5",2,Restaurant végétarien,75010,€€
36,LES FRANGINS,"4,5/5",2,Bistrot – Brasserie,75013,€€
37,L'ALCAZAR,"4,5/5",2,Cuisine française,75006,€€
38,L'ARTISTE,"4,3/5",4,Cuisine française,75011,€€
39,YO,"4,5/5",2,Restaurant thaïlandais,75002,€€
40,LE TEMPS DES CERISES,"4,3/5",4,Bistrot – Brasserie,75004,€€
41,BERGAMOTE,"4,5/5",2,Cuisine française,75006,€€
42,NOROUZ,"3,9/5",8,Restaurant iranien,75013,€
43,THAI LAO,"4,2/5",5,Restaurant thaïlandais,75015,€
44,LE PALAIS DU GRAND MOGHOL,"4,2/5",5,Restaurant indien,75009,€€
45,SENS UNIQUES,"4,3/5",4,Bistronomie,75018,€€
46,AUX LYONNAIS,"4,5/5",2,Bouchon lyonnais,75002,€€
47,IANNELLO,"4,5/5",2,Restaurant italien et pizzeria,75016,€€
48,L' ANNEXE MONTMARTRE,"4,5/5",2,Bistrot – Brasserie,75018,€€
49,NIKITA,"4,5/5",2,Restaurant russe,75016,€€
0,YEM'A FOOD,"4,5/5",2,Sur le pouce,75009,€
1,ÉPICURE,"4,5/5",2,Cuisine française,75008,€€€
2,MAISON ROSTANG,"4,5/5",2,Gastronomique,75017,€€€
3,AFGHANISTAN,"4,3/5",3,Restaurant afghan,75011,€€
4,LES FERNANDES,"4,3/5",3,Cuisine française,75006,€€
5,MÉMÈRE PAULETTE,"4,3/5",3,Bistrot – Brasserie,75002,€
6,LA CAPANNINA,"4,3/5",3,Restaurant italien et pizzeria,75005,€€
7,MATSUYAMA,"4,3/5",3,Restaurant japonais,75015,€€
8,LE BISTROT DE MAËLLE ET AUGUSTIN II,"4,3/5",3,Bistrot – Brasserie,75007,€€
9,LE BUISSON ARDENT,"4,3/5",3,Cuisine française,75005,€€
10,NOMICOS,"4,3/5",3,Cuisine française,75016,€€€
11,COLBEH,"4,3/5",3,Restaurant iranien,75005,€€
12,KINTARO,"4,3/5",3,Restaurant japonais,75018,€
13,GALLOPIN,"4,3/5",3,Bistrot – Brasserie,75002,€€
14,À LA CRÊPE DENTELLE,"4,3/5",3,Crêperie,75002,€
15,LE SQUARE MARCADET,"4,3/5",3,Cuisine française,75018,€€
16,LE GRENIER DINER SPECTACLE PARIS,"4,3/5",3,Cuisine française,75017,€€€
17,CHEZ MICHEL,"4,3/5",3,Cuisine française régionale,75010,€€
18,LE SAFARI,"4,3/5",3,Restaurant indien,75018,€€
19,SAUDADE,"4,3/5",3,Restaurant portugais,75001,€€
20,PIZZA FLORA,"3,9/5",7,Restaurant italien et pizzeria,75015,€€
21,CHEZ HANNA,"4,3/5",3,Cuisine du Proche et Moyen-Orient,75004,€
22,RESTAURANT PAUL,"3,9/5",7,Bistrot – Brasserie,75001,€€
23,LE BISTROT DES CAMPAGNES,"4,3/5",3,Bistrot – Brasserie,75014,€
24,LE DIAMANT DE PARIS,"4,3/5",3,Cuisine française,75011,€€
25,DERYA,"4,3/5",3,Restaurant turc,75010,€€
26,LE REFUGE DU PASSÉ,"4,3/5",3,Restaurant du Sud-Ouest,75005,€€
27,FUJIYAKI,"4,3/5",3,Restaurant japonais,75009,€€
28,INDONESIA,"4,3/5",3,Restaurant indonésien,75006,€€
29,LE RELAIS DU PARC,"4,3/5",3,Restaurant d’hôtel,75016,€€
30,VALLÉE DU KASHMIR MONTPARNASSE,"3,6/5",10,Restaurant indien,75014,€
31,COCO DE MER,"3,9/5",7,Cuisine d'Afrique,75005,€€
32,LE QUINCAMPE,"4,3/5",3,Cuisine française,75003,€€
33,LA MAISON BLEUE,"4,3/5",3,Cuisine française,75010,€€
34,LES FOUS DE L'ÎLE,4/5,5,Bistrot – Brasserie,75004,€€
35,AUGUSTIN BISTROT,4/5,5,Cuisine française,75014,€€
36,LA GARE,"3,3/5",12,Cuisine Amériques – Caraïbes,75016,€€
37,DAROCO,4/5,5,Restaurant italien et pizzeria,75002,€€
38,AZTECA,4/5,5,Restaurant tex-mex,75001,€€
39,LA BRICIOLA,4/5,5,Restaurant italien et pizzeria,75003,€€
40,BLISS,4/5,4,Restaurant italien et pizzeria,75001,€€
41,BUDDHA-BAR,"3,7/5",7,Cuisine d'Asie,75008,€€
42,PIZZERIA DEL ARTE,4/5,4,Restaurant italien et pizzeria,75006,€
43,CHEZ NATHALIE,4/5,4,Cuisine française,75013,€€
44,L'OURCINE,4/5,4,Bistrot – Brasserie,75013,€€
45,LA CRÊPE RIT DU CLOWN,4/5,4,Crêperie,75006,€
46,CHEZ MARC,"3,3/5",11,Restaurant libanais,75015,€€
47,AU P'TIT CAHOUA,4/5,4,Restaurant marocain,75013,€€
48,LES ENFANTS PERDUS,4/5,4,Cuisine française,75010,€€
49,LE 14 JUILLET,4/5,4,Bistrot – Brasserie,75014,€€
0,SAGAR MATHA,4/5,4,Restaurant tibétain – népalais,75015,€€
1,LIZA,4/5,4,Restaurant libanais,75002,€€
2,LE ZIMMER,4/5,4,Cuisine française,75001,€€
3,BISTROT DE L'OULETTE,4/5,4,Restaurant du Sud-Ouest,75004,€€
4,MIRAMA,4/5,4,Restaurant chinois,75005,€
5,LES NOCES DE JEANNETTE,4/5,4,Cuisine française,75002,€€
6,L'ATELIER GAMBEY,4/5,4,Cuisine française,75011,€€
7,LE P'TIT BOUGNAT,4/5,4,Cuisine française,75017,€€
8,VILLAGE TAO TAO,"3,8/5",6,Restaurant chinois,75013,€€
9,RESTAURANT MÉNÉLIK,4/5,4,Restaurant éthiopien,75017,€€
10,VAGENENDE,4/5,4,Bistrot – Brasserie,75006,€€
11,LE GRENIER DE NOTRE-DAME,4/5,4,Restaurant végétarien,75005,€€
12,CHINATOWN OLYMPIADES,4/5,4,Restaurant chinois,75013,€€
13,LE CLUB DES 5,"3,7/5",7,Bistrot – Brasserie,75017,€
14,LE MYRHA,4/5,3,Restaurant végétarien,75018,€€
15,LE TIRE BOUCHON,"3,7/5",6,Bistrot – Brasserie,75008,€€
16,CRÊPERIE LE POT' O LAIT,"3,8/5",5,Crêperie,75005,€€
17,PALAIS ROYAL RESTAURANT,4/5,3,Gastronomique,75001,€€€
18,O CORCOVADO,"3,7/5",6,Restaurant brésilien,75014,€€
19,LE MÔM,4/5,3,Cuisine française,75017,€€
20,CHEZ RENÉ,4/5,3,Bistrot – Brasserie,75005,€€
21,ARTHUR ET JULIETTE,4/5,3,Cuisine française,75015,€
22,BEL CANTO,4/5,3,Restaurant insolite,75004,€€€
23,LES FILS À MAMAN,4/5,3,Bistrot – Brasserie,75009,€€
24,CARMINE CAFÉ,4/5,3,Bistrot – Brasserie,75007,€€
25,AUBERGE NICOLAS FLAMEL,4/5,3,Cuisine française,75003,€€
26,LA TABLE DE BOTZARIS,4/5,3,Cuisine française,75019,€€
27,MOUSTACHE,4/5,3,Bistrot – Brasserie,75006,€€
28,LE COMPTOIR MARGUERY,4/5,3,Bistrot – Brasserie,75013,€€
29,CAFE FRANCOEUR,4/5,3,Cuisine française,75018,€€
30,L'ARDOISE DU XV,"3,8/5",5,Bistrot – Brasserie,75015,€€
31,RESTAURANT LAC TANA,4/5,3,Restaurant éthiopien,75015,€€
32,GODJO,4/5,3,Restaurant éthiopien,75005,€
33,LE VIOLON D'INGRES,4/5,3,Bistrot – Brasserie,75007,€€€
34,GRAND CENTRAL,4/5,3,Cuisine internationale – Fusion,75019,€€
35,LE SÂOTICO,4/5,3,Bistrot – Brasserie,75002,€€
36,AU COMPTOIR NIPPON,4/5,3,Restaurant japonais,75015,€€
37,L'ÉPOPÉE,4/5,3,Bistrot – Brasserie,75015,€€
38,LA COUPOLE,"3,2/5",11,Bistrot – Brasserie,75014,€€
39,LES MARCHES,4/5,3,Bistrot – Brasserie,75016,€€
40,L' UNICO,4/5,3,Restaurant argentin,75011,€€
41,LE DÔME,4/5,3,Cuisine française,75014,€€
42,AU BASCOU,4/5,3,Restaurant basque,75003,€€
43,LE CÉPAGE MONTMARTROIS,"3,8/5",5,Bistrot – Brasserie,75018,€€
44,FÉLICIE,4/5,3,Bistrot – Brasserie,75014,€€
45,TAAM,4/5,2,Sur place – À emporter,75002,€€
46,LE MISTRAL,4/5,2,Bistrot – Brasserie,75020,€€
47,LOULOU FRIENDLY DINER,4/5,2,Restaurant américain,75005,€€
48,CHÀO BÀ,4/5,2,Cuisine d'Asie,75013,€€
49,FRIENDS & FAMILY,4/5,2,Cuisine française,75009,€€
0,CHEZ JEAN CLAUDE,4/5,2,Cuisine française,75014,€€
1,PIMENT THAÏ 21,4/5,2,Restaurant thaïlandais,75005,€
2,L'ALSACIEN,4/5,2,Restaurant alsacien,75004,€€
3,YOSHI,4/5,2,Restaurant japonais,75016,€€
4,ALBERT,4/5,2,Cuisine française,75009,€
5,LES INSÉPARABLES,4/5,2,Bistrot – Brasserie,75018,€€
6,LES CAVES DE PRAGUE,4/5,2,Bistrot – Brasserie,75012,€
7,INDIAN HOUSE,4/5,2,Restaurant indien,75014,€€
8,MAMAGOTO,4/5,2,Bistrot – Brasserie,75010,€€
9,CANTINE DE LA CIGALE,4/5,2,Bistrot – Brasserie,75018,€€
10,OKOMUSU,4/5,2,Restaurant japonais,75003,€€
11,LE TOURBILLON,4/5,2,Cuisine française,75017,€€
12,JE THÉ...ME,4/5,2,Cuisine française,75015,€€
13,LA PIZZERIA D'AUTEUIL,4/5,2,Restaurant italien et pizzeria,75016,€€
14,KOETSU,4/5,2,Restaurant japonais,75002,€€
15,KOK PING,4/5,2,Restaurant chinois,75008,€€
16,LE TRUMILOU,4/5,2,Bistrot – Brasserie,75004,€€
17,LE LYS D'OR,4/5,2,Restaurant chinois,75012,€€
18,LA ROBE ET LE PALAIS,4/5,2,Bistrot – Brasserie,75001,€€
19,LES DIAMANTAIRES,"3,8/5",4,Restaurant arménien,75009,€€
20,LE BISCORNU,4/5,2,Cuisine française,75002,€€
21,HOKI SUSHI,4/5,2,Restaurant japonais,75001,€
22,ETHIOPIA,4/5,2,Restaurant éthiopien,75011,€€
23,KURA,4/5,2,Restaurant japonais,75016,€€
24,LE VIN COEUR,4/5,2,Cuisine française,75017,€€
25,SOUS LES CERISIERS,4/5,2,Restaurant japonais,75006,€€
26,LE CAFÉ ÉTIENNE MARCEL,4/5,2,Cuisine française,75002,€€
27,L'ESCALE À SAÏGON,4/5,2,Restaurant vietnamien,75014,€
28,ENTRE LES VIGNES,4/5,2,Bistrot – Brasserie,75012,€€
29,BRASSERIE BAROCHE,4/5,2,Bistrot – Brasserie,75008,€€
30,DERRIÈRE,4/5,2,Cuisine française,75003,€€
31,LE PAPILLON,4/5,2,Cuisine française,75020,€€
32,LE CORRIDOR,4/5,2,Tapas,75002,€
33,L' ORIENTAL,4/5,2,Restaurant marocain,75009,€€
34,CHARBON ROUGE,4/5,2,Restaurant de viandes,75008,€€
35,VICTOR,4/5,2,Bistrot – Brasserie,75016,€€
36,AUBERGE ETCHEGORRY,4/5,2,Restaurant basque,75013,€€
37,BON,"3,8/5",4,Cuisine française,75016,€€
38,ZO,4/5,2,Cuisine française,75008,€€
39,LE BAUDELAIRE - HÔTEL LE BURGUNDY,4/5,2,Cuisine française,75001,€€€
40,PENATI AL BARETTO,4/5,2,Restaurant italien et pizzeria,75008,€€€
41,IL BARONE,"3,8/5",4,Restaurant italien et pizzeria,75014,€€
42,CHAIKHANA DE BOUKHARA,4/5,2,Cuisine du Proche et Moyen-Orient,75011,€€
43,GANG SENG,4/5,2,Restaurant tibétain – népalais,75018,€€
44,SUKIYAKI,4/5,2,Restaurant japonais,75011,€
45,LE 404,4/5,2,Restaurant marocain,75003,€€
46,CHAO SAPA,4/5,2,Restaurant vietnamien,75014,€€
47,LA FOURCHETTE DU PRINTEMPS,4/5,2,Cuisine française,75017,€€
48,LA TRUFFIÈRE,4/5,2,Cuisine française,75005,€€
49,LE TEMPS AU TEMPS,4/5,2,Bistrot – Brasserie,75011,€€
0,SPIRIT CAFÉ,4/5,2,Restaurant thaïlandais,75002,€€
1,LE MANGUIER,4/5,2,Restaurant sénégalais,75011,€€
2,L'AUBERGE DU ROI GRADLON,4/5,2,Cuisine française,75013,€€
3,EL SOL COMPTOIR ESPAGNOL,4/5,2,Restaurant espagnol,75008,€
4,LE TIBOURG,4/5,2,Bistrot – Brasserie,75004,€
5,ABRI SOBA,4/5,2,Restaurant japonais,75009,€€
6,ASIAN WOK TRAITEUR,4/5,2,Restaurant thaïlandais,75011,€
7,BISTROT MEE,4/5,2,Restaurant coréen,75001,€€
8,LA LAITERIE,4/5,2,Bistrot – Brasserie,75007,€€
9,TATA BURGER,"3,8/5",4,Restaurant américain,75004,€€
10,BOFINGER,"3,4/5",8,Bistrot – Brasserie,75004,€€
11,AYAKO TEPPANYAKI,"3,8/5",4,Restaurant japonais,75014,€€
12,LE PETIT CERVANTES,4/5,2,Restaurant espagnol,75013,€€
13,BALTARD AU LOUVRE,4/5,2,Cuisine française,75001,€€
14,FITZGERALD,4/5,2,Cuisine française,75007,€€
15,L'ARTISAN DU BURGER,4/5,2,Restaurant américain,75017,€
16,PANASIA BEAUGRENELLE,4/5,2,Cuisine d'Asie,75015,€
17,LA ZINGUERIE,4/5,2,Cuisine française,75011,€€
18,LE BISTROT MAVROMMATIS,4/5,2,Restaurant grec,75001,€€
19,LA POULE AU POT,4/5,1,Cuisine française,75007,€€
20,EDERN,4/5,1,Cuisine française,75008,€€
21,BOTANIQUE,4/5,1,Cuisine française,75011,€€
22,TERRA GOURMA,4/5,1,Cuisine française,75009,€€
23,CAFÉ DE L'EMPIRE,"3,4/5",7,Bistrot – Brasserie,75007,€€
24,PAPY AUX FOURNEAUX,"3,6/5",5,Cuisine française,75014,€€
25,7ÈME VIN,4/5,1,Bistrot – Brasserie,75007,€€
26,YOSHINORI,4/5,1,Bistrot – Brasserie,75006,€€€
27,MULKO,4/5,1,Restaurant israëlien,75010,€
28,KANNA TANNA,4/5,1,Restaurant sri lankais,75009,€€
29,LE PERROQUET,4/5,1,Restaurant aveyronnais,75013,€€
30,RIVIÉ,4/5,1,Restaurant d’hôtel,75002,€€
31,IKKO,4/5,1,Cuisine d'Asie,75018,€€
32,CHEZ BARTOLO,4/5,1,Restaurant italien et pizzeria,75006,€€
33,LA MARÉE,4/5,1,Cuisine française,75008,€€
34,GOA,4/5,1,Restaurant indien,75007,€€
35,LE STAND,4/5,1,Restaurant végétarien,75003,€
36,ACCENTS,4/5,1,Bistrot – Brasserie,75002,€€
37,MOMIJI,4/5,1,Restaurant japonais,75011,€
38,LES POLISSONS,4/5,1,Cuisine française,75020,€
39,CRABE ROYAL,4/5,1,Cuisine française,75008,€€
40,BISTRO RÉGENT,4/5,1,Cuisine française,75015,€€
41,BELLE ARMÉE,4/5,1,Bistrot – Brasserie,75116,€€€
42,LE MARIGNAN,4/5,1,Cuisine française,75008,€€
43,FRENCHIE,4/5,1,Bistrot – Brasserie,75002,€€€
44,COMPTOIR MONTEVIDEO,4/5,1,Cuisine Amériques – Caraïbes,75001,€€
45,ALIMENTO,4/5,1,Restaurant italien et pizzeria,75005,€
46,ARRIVEDERCI...,4/5,1,None,75005,€€
47,LA BIBIMERIE,4/5,1,Restaurant coréen,75010,€€
48,LE TRÉSOR,4/5,1,Restaurant auvergnat,75004,€€
49,TREIZE - A BAKER'S DOZEN,4/5,1,Restaurant américain,75007,€
0,BISTROT VALOIS,4/5,1,Bistrot – Brasserie,75001,€€
1,SACRÉE FLEUR,4/5,1,Cuisine française,75018,€€
2,TOKKI,4/5,1,Restaurant japonais,75009,€
3,WASHI,4/5,1,Restaurant thaïlandais,75015,€€
4,TCHAM & BANG,4/5,1,Restaurant coréen,75015,€
5,CHEZ FRANCIS,4/5,1,Cuisine française,75008,€€
6,LA REINE DE SABA,4/5,1,Restaurant éthiopien,75011,€
7,LE GASTROQUET,4/5,1,Cuisine française,75015,€€
8,CHEZ MA BELLE-MÈRE,4/5,1,Cuisine française,75012,€€
9,LES COMPTOIRS DU MÉDOC,4/5,1,Cuisine française,75009,€€
10,STAY PARIS LE FAUBOURG,4/5,1,Cuisine française,75008,€€€
11,LA PIAZZETTA,4/5,1,Restaurant italien et pizzeria,75002,€€
12,LE 51,4/5,1,Bistrot – Brasserie,75006,€
13,L'INSOLENT,4/5,1,Cuisine française,75017,€
14,SODAM,4/5,1,Restaurant coréen,75014,€
15,LES POULETTES BATIGNOLLES,4/5,1,Cuisine française,75017,€€
16,LE GARDE TEMPS,4/5,1,Bistrot – Brasserie,75009,€€
17,LA CAMPAGNOLA,4/5,1,Restaurant italien et pizzeria,75014,€€
18,ZAFRAN,4/5,1,Restaurant indien,75008,€
19,L'ATELIER RAMEY,4/5,1,Bistrot – Brasserie,75018,€€
20,CAFFÈ STERN,4/5,1,Restaurant italien et pizzeria,75002,€€€
21,SAINT JAMES PARIS,4/5,1,Cuisine française,75016,€€€
22,SMAK,4/5,1,Sur place – À emporter,75012,€
23,LE RUBIS,4/5,1,Bistrot – Brasserie,75002,€€
24,RESTAURANT AT,4/5,1,Cuisine française,75005,€€€
25,NEW JAWAD,4/5,1,Restaurant indien,75016,€€
26,LE TROIS-QUART,4/5,1,Cuisine française,75017,€
27,LA CANTINA DI LUCA,4/5,1,Restaurant italien et pizzeria,75008,€€
28,KAFFEEHAUS,4/5,1,Restaurant allemand,75017,€€
29,LE CLAN DES JULES,4/5,1,Cuisine française,75017,€€
30,PARADIS,4/5,1,Cuisine française,75010,€€
31,LA CAUSERIE,4/5,1,Cuisine française,75016,€€
32,SÉOUL OPÉRA,4/5,1,Restaurant coréen,75001,€€
33,IL FICO,4/5,1,Restaurant italien et pizzeria,75001,€€
34,H KITCHEN,4/5,1,Cuisine française,75006,€€
35,AL DENTE,4/5,1,Restaurant italien et pizzeria,75007,€€€
36,EDGAR,4/5,1,Cuisine française,75002,€€
37,CHEZ ZHONG,4/5,1,Restaurant thaïlandais,75016,€€
38,MA CHÈRE & TENDRE,4/5,1,Restaurant de viandes,75017,€€
39,LA VIE D'ANGE ®,4/5,1,Cuisine française,75014,€€
40,FUJIYAKI,4/5,1,Restaurant japonais,75011,€
41,LE FLORENTIN,4/5,1,Cuisine française,75001,€€
42,CARMEN RAGOSTA,4/5,1,Restaurant végétarien,75010,€€
43,GUIDO DE LUCA,4/5,1,Restaurant italien et pizzeria,75017,€€€
44,ROSIMAR,4/5,1,Restaurant espagnol,75016,€€
45,FRAME,4/5,1,Restaurant américain,75015,€€
46,NOLITA,4/5,1,Restaurant italien et pizzeria,75008,€€
47,AUGUSTE,4/5,1,Cuisine française,75007,€€
48,LES VINAIGRIERS,4/5,1,Bistrot – Brasserie,75010,€€
49,LA MÈRE AGITÉE,4/5,1,Bistrot – Brasserie,75014,€€
0,SATHEES,4/5,1,Cuisine française,75006,€
1,HARMONY CAFÉ,4/5,1,Cuisine française,75014,€
2,L' ENTRACTE,4/5,1,Bistrot – Brasserie,75018,€€€
3,INDIAN SWAD,4/5,1,Restaurant indien,75015,€
4,KIM LIEN,4/5,1,Restaurant chinois,75005,€€
5,LE COUPE-GORGE,4/5,1,Cuisine française,75004,€€
6,VICTORIA 1836,4/5,1,Cuisine française,75016,€€
7,RICETTE,4/5,1,Restaurant italien et pizzeria,75005,€€
8,CÔTÉ ASIE,4/5,1,Restaurant vietnamien,75007,€€
9,L'ASSAGIO,4/5,1,Restaurant italien et pizzeria,75001,€€
10,LE DJOON,4/5,1,Cuisine française,75013,€€
11,ESSAOUIRA,4/5,1,Restaurant marocain,75016,€€
12,CAFÉ PRUNIER,4/5,1,Restaurant fruits de mer – Poissons,75008,€€€
13,LE COMPAS,4/5,1,Bistrot – Brasserie,75002,€€
14,THAISIL,4/5,1,Restaurant thaïlandais,75002,€€
15,PANASIA,4/5,1,Restaurant chinois,75019,€€
16,JIXIAO'S BUNS,4/5,1,Restaurant chinois,75006,€
17,L'OISEAU BLANC,4/5,1,Gastronomique,75016,€€€
18,CAFFE CAESAR,4/5,1,Restaurant italien et pizzeria,75017,€€
19,LE GABRIEL,4/5,1,Cuisine française,75008,€€
20,LE PETIT SAINT-BENOÎT,4/5,1,Cuisine française,75006,€€
21,TSOU,4/5,1,Restaurant chinois,75004,€€
22,LES PIETONS,4/5,1,Tapas,75004,€€
23,SUAN THAI,4/5,1,Restaurant thaïlandais,75004,€€
24,LE PARVIS,4/5,1,Cuisine française,75004,€€
25,HAO LONG,4/5,1,Restaurant chinois,75001,€
26,PIERRE GAGNAIRE,4/5,1,Cuisine internationale – Fusion,75008,€€€
27,LE ROLAND-GARROS,4/5,1,Cuisine française,75016,€€€
28,LE BON GEORGES,4/5,1,Bistrot – Brasserie,75009,€€€
29,AU BOURGUIGNON DU MARAIS,4/5,1,Cuisine française,75004,€€€
30,OFFICINA BELLUCCI BY IVAN SCHENATTI,4/5,1,Restaurant italien et pizzeria,75005,€€
31,IL FARNESE,4/5,1,Restaurant italien et pizzeria,75011,€
32,CLASICO ARGENTINO,4/5,1,Restaurant argentin,75003,€€
33,CAFÉ PIERRE,4/5,1,Bistrot – Brasserie,75012,€€
34,LE CAFÉ BURQ,4/5,1,Bistrot – Brasserie,75018,€€
35,CAFÉ TRUC,4/5,1,Bistrot – Brasserie,75011,€€
36,IL CARPACCIO,4/5,1,Restaurant italien et pizzeria,75008,€€€
37,L'ORANGERIE,4/5,1,Cuisine française,75008,€€€
38,IL GUSTO PAR SALVATORE LEGA,4/5,1,Restaurant italien et pizzeria,75018,€
39,BOULETTES,4/5,1,Cuisine française,75002,€
40,LE RUBIS,4/5,1,Bistrot – Brasserie,75001,€€
41,L' INFINITHE,4/5,1,Restauration rapide – À domicile,75015,€€
42,RECH,4/5,1,Restaurant fruits de mer – Poissons,75007,€€€
43,PRUNIER,4/5,1,Restaurant fruits de mer – Poissons,75116,€€€
44,JULIEN,4/5,1,Bistrot – Brasserie,75010,€€
45,JAISALMER,4/5,1,Restaurant indien,75020,€
46,BAKKUS,4/5,1,Bistrot – Brasserie,75006,€€
47,AUX VIEUX GARÇONS,4/5,1,Cuisine française,75007,€€
48,AUX TROIS VIOLONS,4/5,1,Restaurant russe,75011,€€
49,LE VENTRE DE L'ARCHITECTE,4/5,1,Bistrot – Brasserie,75019,€€
0,LE BAMBOU,"2,3/5",18,Restaurant vietnamien,75013,€€
1,HANOÏ,4/5,1,Restaurant vietnamien,75004,€
2,RAPHAËL LE RESTAURANT - HÔTEL RAPHAËL,4/5,1,Restaurant d’hôtel,75010,€€€
3,DESI ROAD,4/5,1,Restaurant indien,75006,€€
4,CASA DELL'ESTELLE,4/5,1,Restaurant italien et pizzeria,75008,€
5,LE DAUPHIN,4/5,1,Bistrot – Brasserie,75011,€€
6,DESSIRIER,4/5,1,Restaurant fruits de mer – Poissons,75017,€€€
7,LE BAR À HUÎTRES SAINT-GERMAIN,4/5,1,Restaurant fruits de mer – Poissons,75005,€€
8,MARDI - CRÊPERIE URBAINE,4/5,1,Crêperie,75002,€
9,LE CAP BRETON,4/5,1,Crêperie,75017,€
10,CANTINE PRIMEUR,4/5,1,Restaurant végétarien,75020,€€
11,LE PERROQUET VERT,4/5,1,Bistrot – Brasserie,75018,€€
12,LA VILLA DU SUD,4/5,1,Restaurant italien et pizzeria,75017,€€
13,LE RITAL,4/5,1,Restaurant italien et pizzeria,75017,€€
14,LE CAFÉ D'ANGEL,4/5,1,Bistrot – Brasserie,75017,€€
15,LA CERISAIE,4/5,1,Bistrot – Brasserie,75014,€€
16,LES BACCHANTES,4/5,1,Bistrot – Brasserie,75009,€€
17,À LA VILLE DE PETROGRAD,4/5,1,Restaurant russe,75008,€€€
18,LES CLIMATS,4/5,1,Cuisine française,75007,€€€
19,LA FERRANDAISE,4/5,1,Bistrot – Brasserie,75006,€€
20,LES AFFRANCHIS,4/5,1,Bistrot – Brasserie,75009,€€
21,MINIATURES,4/5,1,Cuisine française,75016,€€
22,RIPAILLE,4/5,1,Bistrot – Brasserie,75017,€€
23,AU COUP DE TORCHON,4/5,1,Bistrot – Brasserie,75006,€€
24,LA MAZURKA,4/5,1,Restaurant polonais,75018,€€
25,BELLAGIO,4/5,1,Restaurant italien et pizzeria,75017,€€
26,CHEZ ELHAM,4/5,1,Restaurant iranien,75001,€€
27,KOKONOR,4/5,1,Restaurant tibétain – népalais,75005,€€
28,KRUNG THEP MAHANAKORN,4/5,1,Restaurant thaïlandais,75019,€
29,SIAMIN',4/5,1,Restaurant thaïlandais,75008,€€
30,ZENZAN,4/5,1,Restaurant japonais,75017,€€
31,NAOKO,4/5,1,Restaurant japonais,75017,€
32,IZU,4/5,1,Restaurant japonais,75013,€
33,TAJ MAHAL,4/5,1,Restaurant indien,75015,€
34,SOBANE,4/5,1,Restaurant coréen,75009,€€
35,AU COIN DES GOURMETS,4/5,1,Restaurant cambodgien,75001,€€
36,LA CUCARACHA,4/5,1,Restaurant mexicain,75002,€€
37,LE HUITIÈME ART,4/5,1,Bistrot – Brasserie,75008,€€
38,RESTAURANT JACQUES FAUSSAT,4/5,1,Gastronomique,75017,€€
39,JOHN WENG,4/5,1,Cuisine d'Asie,75010,€
40,LA TABLE D'ALIGRE,4/5,1,Restaurant fruits de mer – Poissons,75012,€€
41,TEMPILENTI,4/5,1,Restaurant italien et pizzeria,75011,€€
42,ROUTE DE LA SOIE,4/5,1,Restaurant japonais,75016,€€
43,ADEMI,4/5,1,Restaurant italien et pizzeria,75002,€€
44,LE BISTROT D'YVES,4/5,1,Cuisine française,75017,€€
45,LA GRANDE OURSE,4/5,1,Bistrot – Brasserie,75014,€€
46,LE PETIT VERDOT,4/5,1,Bistrot – Brasserie,75017,€€
47,AÏ HSU,4/5,1,Restaurant japonais,75011,€€
48,CRÊPERIE GOURMET ALIZÉE,4/5,1,Crêperie,75005,€
49,CAFÉ LÉOPARD,4/5,1,Bistrot – Brasserie,75011,€€
0,L'ORRIÙ DI BEAUVAU,4/5,1,Restaurant corse,75008,€€
1,BISSAC,4/5,1,Bistrot – Brasserie,75002,€€
2,L'ATELIER DU PARC,4/5,1,Cuisine française,75015,€€
3,KATHMANDU,4/5,1,Restaurant tibétain – népalais,75005,€€
4,LE TAGINE,4/5,1,Restaurant marocain,75011,€€
